ID,Name,Type 1,Type 2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Ability 1,Ability 2,NoGender,EggGroup1,EggGroup2,IsMega,FightsWon,TotalFights,WinPercentage
64,Growlithe,Fire,Fire,Justified,1,55.0,70.0,45.0,70.0,50.0,60.0,350.0,19.0,0.7,0.75,Puppy Pokémon,190,20,Slow,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Intimidate,Flash Fire,0,Field,No Eggs Discovered,0,54,120,0.45
65,Arcanine,Fire,Fire,Justified,1,90.0,110.0,80.0,100.0,80.0,95.0,555.0,155.0,1.9,0.75,Legendary Pokémon,75,20,Slow,70,0,0,0,2,2,Growlithe,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Intimidate,Flash Fire,0,Field,No Eggs Discovered,0,91,114,0.798246
66,Poliwag,Water,Water,Swift Swim,1,40.0,50.0,40.0,40.0,40.0,90.0,300.0,12.4,0.6,0.5,Tadpole Pokémon,255,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Water Absorb,Damp,0,Water 1,No Eggs Discovered,0,0,0,0.0
67,Poliwhirl,Water,Water,Swift Swim,1,65.0,65.0,65.0,50.0,50.0,90.0,385.0,20.0,1.0,0.5,Tadpole Pokémon,120,20,Medium Slow,70,0,0,0,2,3,Poliwag,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Water Absorb,Damp,0,Water 1,No Eggs Discovered,0,90,125,0.72
68,Poliwrath,Water,Fighting,Swift Swim,1,90.0,95.0,95.0,70.0,90.0,70.0,510.0,54.0,1.3,0.5,Tadpole Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Poliwhirl,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0,Water Absorb,Damp,0,Water 1,No Eggs Discovered,0,68,130,0.523077
69,Abra,Psychic,Psychic,Magic Guard,1,25.0,20.0,15.0,105.0,55.0,90.0,310.0,19.5,0.9,0.75,Psi Pokémon,200,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Synchronize,Inner Focus,0,Human-Like,No Eggs Discovered,0,35,108,0.324074
70,Kadabra,Psychic,Psychic,Magic Guard,1,40.0,35.0,30.0,120.0,70.0,105.0,400.0,56.5,1.3,0.75,Psi Pokémon,100,20,Medium Slow,70,0,0,0,2,3,Abra,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Synchronize,Inner Focus,0,Human-Like,No Eggs Discovered,0,87,130,0.669231
71,Alakazam,Psychic,Psychic,Magic Guard,1,55.0,50.0,45.0,135.0,95.0,120.0,500.0,48.0,1.5,0.75,Psi Pokémon,50,20,Medium Slow,70,0,0,1,3,3,Kadabra,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Synchronize,Inner Focus,0,Human-Like,No Eggs Discovered,0,108,140,0.771429
72,Mega Alakazam,Psychic,Psychic,None,1,55.0,50.0,65.0,175.0,105.0,150.0,600.0,48.0,1.2,0.75,Psi Pokémon,50,20,Medium Slow,70,0,0,1,3,3,Alakazam,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Trace,None,0,Human-Like,No Eggs Discovered,1,86,110,0.781818
73,Machop,Fighting,Fighting,Steadfast,1,70.0,80.0,50.0,35.0,35.0,35.0,305.0,19.5,0.8,0.75,Superpower Pokémon,180,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Guts,No Guard,0,Human-Like,No Eggs Discovered,0,21,150,0.14
74,Machoke,Fighting,Fighting,Steadfast,1,80.0,100.0,70.0,50.0,60.0,45.0,405.0,70.5,1.5,0.75,Superpower Pokémon,90,20,Medium Slow,70,0,0,0,2,3,Machop,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Guts,No Guard,0,Human-Like,No Eggs Discovered,0,32,124,0.258065
75,Machamp,Fighting,Fighting,Steadfast,1,90.0,130.0,80.0,65.0,85.0,55.0,505.0,130.0,1.6,0.75,Superpower Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Machoke,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Guts,No Guard,0,Human-Like,No Eggs Discovered,0,51,116,0.439655
76,Bellsprout,Grass,Poison,Gluttony,1,50.0,75.0,35.0,70.0,30.0,40.0,300.0,4.0,0.7,0.5,Flower Pokémon,255,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Chlorophyll,None,0,Grass,No Eggs Discovered,0,23,108,0.212963
77,Weepinbell,Grass,Poison,Gluttony,1,65.0,90.0,50.0,85.0,45.0,55.0,390.0,6.4,1.0,0.5,Flycatcher Pokémon,120,20,Medium Slow,70,0,0,0,2,3,Bellsprout,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Chlorophyll,None,0,Grass,No Eggs Discovered,0,45,121,0.371901
78,Victreebel,Grass,Poison,Gluttony,1,80.0,105.0,65.0,100.0,70.0,70.0,490.0,15.5,1.7,0.5,Flycatcher Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Weepinbell,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Chlorophyll,None,0,Grass,No Eggs Discovered,0,0,0,0.0
79,Tentacool,Water,Poison,Rain Dish,1,40.0,40.0,35.0,50.0,100.0,70.0,335.0,45.5,0.9,0.5,Jellyfish Pokémon,190,20,Slow,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,Clear Body,Liquid Ooze,0,Water 3,No Eggs Discovered,0,79,157,0.503185
80,Tentacruel,Water,Poison,Rain Dish,1,80.0,70.0,65.0,80.0,120.0,100.0,515.0,55.0,1.6,0.5,Jellyfish Pokémon,60,20,Slow,70,0,0,0,2,2,Tentacool,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,Clear Body,Liquid Ooze,0,Water 3,No Eggs Discovered,0,94,117,0.803419
81,Geodude,Rock,Ground,Sand Veil,1,40.0,80.0,100.0,30.0,30.0,20.0,300.0,20.0,0.4,0.5,Rock Pokémon,255,15,Medium Slow,70,0,0,0,1,3,No Preevolution,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Rock Head,Sturdy,0,Mineral,No Eggs Discovered,0,16,135,0.118519
82,Graveler,Rock,Ground,Sand Veil,1,55.0,95.0,115.0,45.0,45.0,35.0,390.0,105.0,1.0,0.5,Rock Pokémon,120,15,Medium Slow,70,0,0,0,2,3,Geodude,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Rock Head,Sturdy,0,Mineral,No Eggs Discovered,0,29,137,0.211679
83,Golem,Rock,Ground,Sand Veil,1,80.0,120.0,130.0,55.0,65.0,45.0,495.0,300.0,1.4,0.5,Megaton Pokémon,45,15,Medium Slow,70,0,0,0,3,3,Graveler,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Rock Head,Sturdy,0,Mineral,No Eggs Discovered,0,50,135,0.37037
84,Ponyta,Fire,Fire,Flame Body,1,50.0,85.0,55.0,65.0,65.0,90.0,410.0,30.0,1.0,0.5,Fire Horse Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Run Away,Flash Fire,0,Field,No Eggs Discovered,0,86,115,0.747826
85,Rapidash,Fire,Fire,Flame Body,1,65.0,100.0,70.0,80.0,80.0,105.0,500.0,95.0,1.7,0.5,Fire Horse Pokémon,60,20,Medium Fast,70,0,0,0,2,2,Ponyta,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Run Away,Flash Fire,0,Field,No Eggs Discovered,0,91,105,0.866667
86,Slowpoke,Water,Psychic,Regenerator,1,90.0,65.0,65.0,40.0,40.0,15.0,315.0,36.0,1.2,0.5,Dopey Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,Oblivious,Own Tempo,0,Monster,Water 1,0,24,122,0.196721
87,Slowbro,Water,Psychic,Regenerator,1,95.0,75.0,110.0,100.0,80.0,30.0,490.0,78.5,1.6,0.5,Hermit Crab Pokémon,75,20,Medium Fast,70,0,0,1,2,2,Slowpoke,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,Oblivious,Own Tempo,0,Monster,Water 1,0,20,131,0.152672
88,Mega Slowbro,Water,Psychic,None,1,95.0,75.0,180.0,130.0,80.0,30.0,590.0,120.0,2.0,0.5,Hermit Crab Pokémon,75,20,Medium Fast,70,0,0,1,2,2,Slowbro,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,Shell Armor,None,0,Monster,Water 1,1,16,116,0.137931
89,Magnemite,Electric,Steel,Analytic,1,25.0,35.0,70.0,95.0,55.0,45.0,325.0,6.0,0.3,0.5,Magnet Pokémon,190,20,Medium Fast,70,0,0,0,1,3,No Preevolution,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,Magnet Pull,Sturdy,1,Mineral,No Eggs Discovered,0,24,143,0.167832
90,Magneton,Electric,Steel,Analytic,1,50.0,60.0,95.0,120.0,70.0,70.0,465.0,60.0,1.0,0.5,Magnet Pokémon,60,20,Medium Fast,70,0,0,0,2,3,Magnemite,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,Magnet Pull,Sturdy,1,Mineral,No Eggs Discovered,0,0,0,0.0
91,Farfetch'd,Normal,Flying,Defiant,1,52.0,90.0,55.0,58.0,62.0,60.0,377.0,15.0,0.8,0.5,Wild Duck Pokémon,45,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Keen Eye,Inner Focus,0,Flying,Field,0,52,116,0.448276
92,Doduo,Normal,Flying,Tangled Feet,1,35.0,85.0,45.0,35.0,35.0,75.0,310.0,39.2,1.4,0.5,Twin Bird Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Run Away,Early Bird,0,Flying,No Eggs Discovered,0,87,134,0.649254
93,Dodrio,Normal,Flying,Tangled Feet,1,60.0,110.0,70.0,60.0,60.0,110.0,470.0,85.2,1.8,0.5,Triple Bird Pokémon,45,20,Medium Fast,70,0,0,0,2,2,Doduo,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Run Away,Early Bird,0,Flying,No Eggs Discovered,0,121,143,0.846154
94,Seel,Water,Water,Ice Body,1,65.0,45.0,55.0,45.0,70.0,45.0,325.0,90.0,1.1,0.5,Sea Lion Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Thick Fat,Hydration,0,Water 1,Field,0,29,119,0.243697
95,Dewgong,Water,Ice,Ice Body,1,90.0,70.0,80.0,70.0,95.0,70.0,475.0,120.0,1.7,0.5,Sea Lion Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Seel,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0,Thick Fat,Hydration,0,Water 1,Field,0,68,131,0.519084
96,Grimer,Poison,Poison,Poison Touch,1,80.0,80.0,50.0,40.0,50.0,25.0,325.0,30.0,0.9,0.5,Sludge Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,Stench,Sticky Hold,0,Amorphous,No Eggs Discovered,0,25,142,0.176056
97,Muk,Poison,Poison,Poison Touch,1,105.0,105.0,75.0,65.0,100.0,50.0,500.0,30.0,1.2,0.5,Sludge Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Grimer,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,Stench,Sticky Hold,0,Amorphous,No Eggs Discovered,0,50,133,0.37594
98,Shellder,Water,Water,Overcoat,1,30.0,65.0,100.0,45.0,25.0,40.0,305.0,4.0,0.3,0.5,Bivalve Pokémon,190,20,Slow,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Shell Armor,Skill Link,0,Water 3,No Eggs Discovered,0,21,111,0.189189
99,Cloyster,Water,Ice,Overcoat,1,50.0,95.0,180.0,85.0,45.0,70.0,525.0,132.5,1.5,0.5,Bivalve Pokémon,60,20,Slow,70,0,0,0,2,2,Shellder,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0,Shell Armor,Skill Link,0,Water 3,No Eggs Discovered,0,71,134,0.529851
100,Gastly,Ghost,Poison,None,1,30.0,35.0,30.0,100.0,35.0,80.0,310.0,0.1,1.3,0.5,Gas Pokémon,190,20,Medium Slow,70,0,0,0,1,3,No Preevolution,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,Levitate,None,0,Amorphous,No Eggs Discovered,0,61,128,0.476562
101,Haunter,Ghost,Poison,None,1,45.0,50.0,45.0,115.0,55.0,95.0,405.0,0.1,1.6,0.5,Gas Pokémon,90,20,Medium Slow,70,0,0,0,2,3,Gastly,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,Levitate,None,0,Amorphous,No Eggs Discovered,0,77,111,0.693694
102,Gengar,Ghost,Poison,None,1,60.0,65.0,60.0,130.0,75.0,110.0,500.0,40.5,1.5,0.5,Shadow Pokémon,45,20,Medium Slow,70,0,0,1,3,3,Haunter,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,Cursed Body,None,0,Amorphous,No Eggs Discovered,0,88,114,0.77193
103,Mega Gengar,Ghost,Poison,None,1,60.0,65.0,80.0,170.0,95.0,130.0,600.0,40.5,1.4,0.5,Shadow Pokémon,45,20,Medium Slow,70,0,0,1,3,3,Gengar,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,Shadow Tag,None,0,Amorphous,No Eggs Discovered,1,113,131,0.862595
104,Onix,Rock,Ground,Weak Armor,1,35.0,45.0,160.0,30.0,45.0,70.0,385.0,210.0,8.8,0.5,Rock Snake Pokémon,45,25,Medium Fast,70,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Rock Head,Sturdy,0,Mineral,No Eggs Discovered,0,65,135,0.481481
105,Drowzee,Psychic,Psychic,Inner Focus,1,60.0,48.0,45.0,43.0,90.0,42.0,328.0,32.4,1.0,0.5,Hypnosis Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Insomnia,Forewarn,0,Human-Like,No Eggs Discovered,0,30,137,0.218978
106,Hypno,Psychic,Psychic,Inner Focus,1,85.0,73.0,70.0,73.0,115.0,67.0,483.0,75.6,1.6,0.5,Hypnosis Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Drowzee,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Insomnia,Forewarn,0,Human-Like,No Eggs Discovered,0,61,119,0.512605
107,Krabby,Water,Water,Sheer Force,1,30.0,105.0,90.0,25.0,25.0,50.0,325.0,6.5,0.4,0.5,River Crab Pokémon,225,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Hyper Cutter,Shell Armor,0,Water 3,No Eggs Discovered,0,38,137,0.277372
108,Kingler,Water,Water,Sheer Force,1,55.0,130.0,115.0,50.0,50.0,75.0,475.0,60.0,1.3,0.5,Pincer Pokémon,60,20,Medium Fast,70,0,0,0,2,2,Krabby,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Hyper Cutter,Shell Armor,0,Water 3,No Eggs Discovered,0,67,112,0.598214
109,Voltorb,Electric,Electric,Aftermath,1,40.0,30.0,50.0,55.0,55.0,100.0,330.0,10.4,0.5,0.5,Ball Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Soundproof,Static,1,Mineral,No Eggs Discovered,0,66,113,0.584071
110,Electrode,Electric,Electric,Aftermath,1,60.0,50.0,70.0,80.0,80.0,150.0,490.0,66.6,1.2,0.5,Ball Pokémon,60,20,Medium Fast,70,0,0,0,2,2,Voltorb,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Soundproof,Static,1,Mineral,No Eggs Discovered,0,109,129,0.844961
111,Exeggcute,Grass,Psychic,Harvest,1,60.0,40.0,80.0,60.0,45.0,40.0,325.0,2.5,0.4,0.5,Egg Pokémon,90,20,Slow,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0,Chlorophyll,None,0,Grass,No Eggs Discovered,0,32,136,0.235294
112,Exeggutor,Grass,Psychic,Harvest,1,95.0,95.0,85.0,125.0,75.0,55.0,530.0,120.0,2.0,0.5,Coconut Pokémon,45,20,Slow,70,0,0,0,2,2,Exeggcute,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0,Chlorophyll,None,0,Grass,No Eggs Discovered,0,37,95,0.389474
113,Cubone,Ground,Ground,Battle Armor,1,50.0,50.0,95.0,40.0,50.0,35.0,320.0,6.5,0.4,0.5,Lonely Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,Rock Head,Lightning Rod,0,Monster,No Eggs Discovered,0,29,143,0.202797
114,Marowak,Ground,Ground,Battle Armor,1,60.0,80.0,110.0,50.0,80.0,45.0,425.0,45.0,1.0,0.5,Bone Keeper Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Cubone,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,Rock Head,Lightning Rod,0,Monster,No Eggs Discovered,0,34,120,0.283333
115,Hitmonlee,Fighting,Fighting,Unburden,1,50.0,120.0,53.0,35.0,110.0,87.0,455.0,49.8,1.5,1.0,Kicking Pokémon,45,25,Medium Fast,70,0,0,0,2,2,Tyrogue,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Limber,Reckless,0,Human-Like,No Eggs Discovered,0,82,128,0.640625
116,Hitmonchan,Fighting,Fighting,Inner Focus,1,50.0,105.0,79.0,35.0,110.0,76.0,455.0,50.2,1.4,1.0,Punching Pokémon,45,25,Medium Fast,70,0,0,0,2,2,Tyrogue,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Keen Eye,Iron Fist,0,Human-Like,No Eggs Discovered,0,87,140,0.621429
117,Lickitung,Normal,Normal,Cloud Nine,1,90.0,55.0,75.0,60.0,75.0,30.0,385.0,65.5,1.2,0.5,Licking Pokémon,45,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Own Tempo,Oblivious,0,Monster,No Eggs Discovered,0,19,136,0.139706
118,Koffing,Poison,Poison,Stench,1,40.0,65.0,95.0,60.0,45.0,35.0,340.0,1.0,0.6,0.5,Poison Gas Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,Levitate,Neutralizing Gas,0,Amorphous,No Eggs Discovered,0,20,143,0.13986
119,Weezing,Poison,Poison,Stench,1,65.0,90.0,120.0,85.0,70.0,60.0,490.0,9.5,1.2,0.5,Poison Gas Pokémon,60,20,Medium Fast,70,0,0,0,2,2,Koffing,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,Levitate,Neutralizing Gas,0,Amorphous,No Eggs Discovered,0,56,129,0.434109
120,Rhyhorn,Ground,Rock,Reckless,1,80.0,85.0,95.0,30.0,30.0,25.0,345.0,115.0,1.0,0.5,Spikes Pokémon,120,20,Slow,70,0,0,0,1,3,No Preevolution,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Lightning Rod,Rock Head,0,Monster,Field,0,34,119,0.285714
121,Rhydon,Ground,Rock,Reckless,1,105.0,130.0,120.0,45.0,45.0,40.0,485.0,120.0,1.9,0.5,Drill Pokémon,60,20,Slow,70,0,0,0,2,3,Rhyhorn,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Lightning Rod,Rock Head,0,Monster,Field,0,48,108,0.444444
122,Chansey,Normal,Normal,Healer,1,250.0,5.0,5.0,35.0,105.0,50.0,450.0,34.6,1.1,0.0,Egg Pokémon,30,40,Fast,140,0,0,0,2,3,Happiny,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Natural Cure,Serene Grace,0,Fairy,No Eggs Discovered,0,15,98,0.153061
123,Tangela,Grass,Grass,Regenerator,1,65.0,55.0,115.0,100.0,40.0,60.0,435.0,35.0,1.0,0.5,Vine Pokémon,45,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,Leaf Guard,0,Grass,No Eggs Discovered,0,49,129,0.379845
124,Kangaskhan,Normal,Normal,Inner Focus,1,105.0,95.0,80.0,40.0,80.0,90.0,490.0,80.0,2.2,0.0,Parent Pokémon,45,20,Medium Fast,70,0,0,1,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Early Bird,Scrappy,0,Monster,No Eggs Discovered,0,95,126,0.753968
125,Mega Kangaskhan,Normal,Normal,None,1,105.0,125.0,100.0,60.0,100.0,100.0,590.0,100.0,2.2,0.0,Parent Pokémon,45,20,Medium Fast,70,0,0,1,1,1,Kangaskhan,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Parental Bond,None,0,Monster,No Eggs Discovered,1,107,128,0.835938
126,Horsea,Water,Water,Damp,1,30.0,40.0,70.0,70.0,25.0,60.0,295.0,8.0,0.4,0.5,Dragon Pokémon,225,20,Medium Fast,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Swift Swim,Sniper,0,Water 1,Dragon,0,55,133,0.413534
