First_pokemon,Second_pokemon,Winner,Name_P1,Type 1_P1,Type 2_P1,Type_P1,Abilities_P1,HiddenAbility_P1,Generation_P1,Hp_P1,Attack_P1,Defense_P1,SpecialAttack_P1,SpecialDefense_P1,Speed_P1,TotalStats_P1,Weight_P1,Height_P1,GenderProbM_P1,Category_P1,CatchRate_P1,EggCycles_P1,EggGroup_P1,LevelingRate_P1,BaseFriendship_P1,IsLegendary_P1,IsMythical_P1,IsUltraBeast_P1,HasMega_P1,EvoStage_P1,TotalEvoStages_P1,PreevoName_P1,DamageFromNormal_P1,DamageFromFighting_P1,DamageFromFlying_P1,DamageFromPoison_P1,DamageFromGround_P1,DamageFromRock_P1,DamageFromBug_P1,DamageFromGhost_P1,DamageFromSteel_P1,DamageFromFire_P1,DamageFromWater_P1,DamageFromGrass_P1,DamageFromElectric_P1,DamageFromPsychic_P1,DamageFromIce_P1,DamageFromDragon_P1,DamageFromDark_P1,DamageFromFairy_P1,Name_P2,Type 1_P2,Type 2_P2,Type_P2,Abilities_P2,HiddenAbility_P2,Generation_P2,Hp_P2,Attack_P2,Defense_P2,SpecialAttack_P2,SpecialDefense_P2,Speed_P2,TotalStats_P2,Weight_P2,Height_P2,GenderProbM_P2,Category_P2,CatchRate_P2,EggCycles_P2,EggGroup_P2,LevelingRate_P2,BaseFriendship_P2,IsLegendary_P2,IsMythical_P2,IsUltraBeast_P2,HasMega_P2,EvoStage_P2,TotalEvoStages_P2,PreevoName_P2,DamageFromNormal_P2,DamageFromFighting_P2,DamageFromFlying_P2,DamageFromPoison_P2,DamageFromGround_P2,DamageFromRock_P2,DamageFromBug_P2,DamageFromGhost_P2,DamageFromSteel_P2,DamageFromFire_P2,DamageFromWater_P2,DamageFromGrass_P2,DamageFromElectric_P2,DamageFromPsychic_P2,DamageFromIce_P2,DamageFromDragon_P2,DamageFromDark_P2,DamageFromFairy_P2
541,446,541,Dialga,Steel,Dragon,"['Steel', 'Dragon']",['Pressure'],['Telepathy'],IV,100.0,120.0,120.0,150.0,100.0,90.0,680.0,683.0,5.4,-,Temporal Pokémon,3.0,120.0,-,"Slow
",0.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0,Bibarel,Normal,Water,"['Normal', 'Water']","['Simple', 'Unaware']",['Moody'],IV,79.0,85.0,60.0,55.0,60.0,71.0,410.0,31.5,1.0,0.5,Beaver Pokémon,127.0,15.0,['Water 1' 'Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Bidoof,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
141,152,141,Gyarados,Water,Flying,"['Water', 'Flying']",['Intimidate'],['Moxie'],I,95.0,125.0,79.0,60.0,100.0,81.0,640.0,235.0,6.5,0.5,Atrocious Pokémon,45.0,5.0,['Water 2' 'Dragon'],"Slow
",70.0,0.0,0.0,0.0,1.0,2.0,2.0,Magikarp,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,Kabuto,Rock,Water,"['Rock', 'Water']","['Swift Swim', 'Battle Armor']",['Weak Armor'],I,30.0,80.0,90.0,55.0,45.0,55.0,355.0,11.5,0.5,0.875,Shellfish Pokémon,45.0,30.0,['Water 1' 'Water 3'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
224,316,316,Steelix,Steel,Ground,"['Steel', 'Ground']","['Rock Head', 'Sturdy']",['Sheer Force'],II,75.0,85.0,200.0,55.0,65.0,30.0,610.0,400.0,9.2,0.5,Iron Snake Pokémon,25.0,25.0,['Mineral'],"Medium Fast
",70.0,0.0,0.0,0.0,1.0,2.0,2.0,Onix,0.5,2.0,0.5,0.0,2.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,Ninjask,Bug,Flying,"['Bug', 'Flying']",['Speed Boost'],['Infiltrator'],III,61.0,90.0,45.0,50.0,50.0,160.0,456.0,12.0,0.8,0.5,Ninja Pokémon,120.0,15.0,['Bug'],"Erratic
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Nincada,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
503,453,503,Drapion,Poison,Dark,"['Poison', 'Dark']","['Battle Armor', 'Sniper']",['Keen Eye'],IV,70.0,90.0,110.0,60.0,75.0,95.0,500.0,61.5,1.3,0.5,Ogre Scorpion Pokémon,45.0,20.0,['Bug' 'Water 3'],"Slow
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Skorupi,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,Roserade,Grass,Poison,"['Grass', 'Poison']","['Natural Cure', 'Poison Point']",['Technician'],IV,60.0,70.0,65.0,125.0,105.0,90.0,515.0,14.5,0.9,0.5,Bouquet Pokémon,75.0,20.0,['Fairy' 'Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Roselia,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
303,133,133,Pelipper,Water,Flying,"['Water', 'Flying']","['Keen Eye', 'Drizzle']",['Rain Dish'],III,60.0,50.0,100.0,95.0,70.0,65.0,440.0,28.0,1.2,0.5,Water Bird Pokémon,45.0,20.0,['Water 1' 'Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Wingull,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,Scyther,Bug,Flying,"['Bug', 'Flying']","['Swarm', 'Technician']",['Steadfast'],I,70.0,110.0,80.0,55.0,80.0,105.0,500.0,56.0,1.5,0.5,Mantis Pokémon,45.0,25.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
51,331,51,Vileplume,Grass,Poison,"['Grass', 'Poison']",['Chlorophyll'],['Effect Spore'],I,75.0,80.0,85.0,110.0,90.0,50.0,490.0,18.6,1.2,0.5,Flower Pokémon,45.0,20.0,['Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Gloom,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Aron,Steel,Rock,"['Steel', 'Rock']","['Sturdy', 'Rock Head']",['Heavy Metal'],III,50.0,70.0,100.0,40.0,40.0,30.0,330.0,60.0,0.4,0.5,Iron Armor Pokémon,180.0,35.0,['Monster'],"Slow
",35.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
698,154,154,Larvesta,Bug,Fire,"['Bug', 'Fire']",['Flame Body'],['Swarm'],V,55.0,85.0,55.0,50.0,55.0,60.0,360.0,28.8,1.1,0.5,Torch Pokémon,45.0,40.0,['Bug'],"Slow
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.5,2.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,2.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5,Aerodactyl,Rock,Flying,"['Rock', 'Flying']","['Rock Head', 'Pressure']",['Unnerve'],I,80.0,105.0,65.0,60.0,75.0,130.0,615.0,59.0,1.8,0.875,Fossil Pokémon,45.0,35.0,['Flying' 'Dragon'],"Slow
",70.0,0.0,0.0,0.0,1.0,1.0,1.0,No Preevolution,0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
92,491,491,Doduo,Normal,Flying,"['Normal', 'Flying']","['Run Away', 'Early Bird']",['Tangled Feet'],I,35.0,85.0,45.0,35.0,35.0,75.0,310.0,39.2,1.4,0.5,Twin Bird Pokémon,190.0,20.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Spiritomb,Ghost,Dark,"['Ghost', 'Dark']",['Pressure'],['Infiltrator'],IV,50.0,92.0,108.0,92.0,108.0,35.0,485.0,108.0,1.0,0.5,Forbidden Pokémon,100.0,30.0,['Amorphous'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
219,49,219,Girafarig,Normal,Psychic,"['Normal', 'Psychic']","['Inner Focus', 'Early Bird']",['Sap Sipper'],II,70.0,80.0,65.0,90.0,65.0,85.0,455.0,41.5,1.5,0.5,Long Neck Pokémon,60.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Oddish,Grass,Poison,"['Grass', 'Poison']",['Chlorophyll'],['Run Away'],I,45.0,50.0,55.0,75.0,65.0,30.0,320.0,5.4,0.5,0.5,Weed Pokémon,255.0,20.0,['Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
736,244,244,Litleo,Fire,Normal,"['Fire', 'Normal']","['Rivalry', 'Unnerve']",['Moxie'],VI,62.0,50.0,58.0,73.0,54.0,72.0,369.0,13.5,0.6,0.125,Lion Cub Pokémon,220.0,20.0,['Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Delibird,Ice,Flying,"['Ice', 'Flying']","['Vital Spirit', 'Hustle']",['Insomnia'],II,45.0,55.0,45.0,65.0,45.0,75.0,330.0,16.0,0.9,0.5,Delivery Pokémon,45.0,20.0,['Water 1' 'Field'],"Fast
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,1.0,1.0,1.0,0.0,4.0,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
533,452,533,Heat Rotom,Electric,Fire,"['Electric', 'Fire']",['Levitate'],[],IV,50.0,65.0,107.0,105.0,107.0,86.0,520.0,0.3,0.3,-,Plasma Pokémon,45.0,20.0,['Amorphous'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,1.0,0.5,1.0,4.0,2.0,0.5,1.0,0.25,0.5,2.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,Budew,Grass,Poison,"['Grass', 'Poison']","['Natural Cure', 'Poison Point']",['Leaf Guard'],IV,40.0,30.0,35.0,50.0,70.0,55.0,280.0,1.2,0.2,0.5,Bud Pokémon,255.0,20.0,-,"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
200,588,588,Azumarill,Water,Fairy,"['Water', 'Fairy']","['Thick Fat', 'Huge Power']",['Sap Sipper'],II,100.0,50.0,80.0,60.0,80.0,50.0,420.0,28.5,0.8,0.5,Aqua Rabbit Pokémon,75.0,10.0,['Water 1' 'Fairy'],"Fast
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Marill,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0,Swoobat,Psychic,Flying,"['Psychic', 'Flying']","['Unaware', 'Klutz']",['Simple'],V,67.0,57.0,55.0,77.0,55.0,114.0,425.0,10.5,0.9,0.5,Courting Pokémon,45.0,15.0,['Field' 'Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Woobat,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
629,141,629,Archeops,Rock,Flying,"['Rock', 'Flying']",['Defeatist'],[],V,75.0,140.0,65.0,112.0,65.0,110.0,567.0,32.0,1.4,0.875,First Bird Pokémon,45.0,30.0,['Flying' 'Water 3'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Archen,0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,Gyarados,Water,Flying,"['Water', 'Flying']",['Intimidate'],['Moxie'],I,95.0,125.0,79.0,60.0,100.0,81.0,640.0,235.0,6.5,0.5,Atrocious Pokémon,45.0,5.0,['Water 2' 'Dragon'],"Slow
",70.0,0.0,0.0,0.0,1.0,2.0,2.0,Magikarp,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
153,559,153,Kabutops,Rock,Water,"['Rock', 'Water']","['Swift Swim', 'Battle Armor']",['Weak Armor'],I,60.0,115.0,105.0,65.0,70.0,80.0,495.0,40.5,1.3,0.875,Shellfish Pokémon,45.0,30.0,['Water 1' 'Water 3'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Kabuto,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,Pignite,Fire,Fighting,"['Fire', 'Fighting']",['Blaze'],['Thick Fat'],V,90.0,93.0,55.0,70.0,55.0,55.0,418.0,55.5,1.0,0.875,Fire Pig Pokémon,45.0,20.0,['Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Tepig,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0
306,268,306,Gardevoir,Psychic,Fairy,"['Psychic', 'Fairy']","['Synchronize', 'Trace']",['Telepathy'],III,68.0,65.0,65.0,125.0,115.0,80.0,618.0,48.4,1.6,0.5,Embrace Pokémon,45.0,20.0,['Human-Like' 'Amorphous'],"Slow
",35.0,0.0,0.0,0.0,1.0,3.0,3.0,Kirlia,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,Tyranitar,Rock,Dark,"['Rock', 'Dark']",['Sand Stream'],['Unnerve'],II,100.0,134.0,110.0,95.0,100.0,61.0,700.0,202.0,2.0,0.5,Armor Pokémon,45.0,40.0,['Monster'],"Slow
",35.0,0.0,0.0,0.0,1.0,3.0,3.0,Pupitar,0.5,4.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.5,2.0
483,400,483,Stunky,Poison,Dark,"['Poison', 'Dark']","['Stench', 'Aftermath']",['Keen Eye'],IV,63.0,63.0,47.0,41.0,41.0,74.0,329.0,19.2,0.4,0.5,Skunk Pokémon,225.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,Sealeo,Ice,Water,"['Ice', 'Water']","['Thick Fat', 'Ice Body']",['Oblivious'],III,90.0,60.0,70.0,75.0,70.0,45.0,410.0,87.6,1.1,0.5,Ball Roll Pokémon,120.0,20.0,['Water 1' 'Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Spheal,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
154,461,154,Aerodactyl,Rock,Flying,"['Rock', 'Flying']","['Rock Head', 'Pressure']",['Unnerve'],I,80.0,105.0,65.0,60.0,75.0,130.0,615.0,59.0,1.8,0.875,Fossil Pokémon,45.0,35.0,['Flying' 'Dragon'],"Slow
",70.0,0.0,0.0,0.0,1.0,1.0,1.0,No Preevolution,0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,Wormadam Trash Cloak,Bug,Steel,"['Bug', 'Steel']",['Anticipation'],['Overcoat'],IV,60.0,69.0,95.0,69.0,95.0,36.0,424.0,6.5,0.5,0.0,Bagworm Pokémon,45.0,15.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Burmy Trash Cloak,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
545,266,545,Giratina Altered Forme,Ghost,Dragon,"['Ghost', 'Dragon']",['Pressure'],['Telepathy'],IV,150.0,100.0,120.0,100.0,120.0,90.0,680.0,750.0,4.5,-,Renegade Pokémon,3.0,120.0,-,"Slow
",0.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0,Larvitar,Rock,Ground,"['Rock', 'Ground']",['Guts'],['Sand Veil'],II,50.0,64.0,50.0,45.0,50.0,41.0,300.0,72.0,0.6,0.5,Rock Skin Pokémon,45.0,40.0,['Monster'],"Slow
",35.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
268,159,159,Tyranitar,Rock,Dark,"['Rock', 'Dark']",['Sand Stream'],['Unnerve'],II,100.0,134.0,110.0,95.0,100.0,61.0,700.0,202.0,2.0,0.5,Armor Pokémon,45.0,40.0,['Monster'],"Slow
",35.0,0.0,0.0,0.0,1.0,3.0,3.0,Pupitar,0.5,4.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.5,2.0,Moltres,Fire,Flying,"['Fire', 'Flying']",['Pressure'],['Flame Body'],I,90.0,100.0,90.0,125.0,85.0,90.0,580.0,60.0,2.0,-,Flame Pokémon,3.0,80.0,-,"Slow
",35.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.5,1.0,1.0,0.0,4.0,0.25,1.0,0.5,0.5,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
513,184,184,Weavile,Dark,Ice,"['Dark', 'Ice']",['Pressure'],['Pickpocket'],IV,70.0,120.0,65.0,45.0,85.0,125.0,510.0,34.0,1.1,0.5,Sharp Claw Pokémon,45.0,20.0,['Field'],"Medium Slow
",35.0,0.0,0.0,0.0,0.0,2.0,2.0,Sneasel,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,2.0,Crobat,Poison,Flying,"['Poison', 'Flying']",['Inner Focus'],['Infiltrator'],II,85.0,90.0,80.0,70.0,80.0,130.0,535.0,75.0,1.8,0.5,Bat Pokémon,90.0,15.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Golbat,1.0,0.25,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,1.0,0.5
83,509,509,Golem,Rock,Ground,"['Rock', 'Ground']","['Rock Head', 'Sturdy']",['Sand Veil'],I,80.0,120.0,130.0,55.0,65.0,45.0,495.0,300.0,1.4,0.5,Megaton Pokémon,45.0,15.0,['Mineral'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Graveler,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Mantyke,Water,Flying,"['Water', 'Flying']","['Swift Swim', 'Water Absorb']",['Water Veil'],IV,45.0,20.0,50.0,60.0,120.0,50.0,345.0,65.0,1.0,0.5,Kite Pokémon,25.0,25.0,-,"Slow
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
28,545,545,Fearow,Normal,Flying,"['Normal', 'Flying']",['Keen Eye'],['Sniper'],I,65.0,90.0,65.0,61.0,61.0,100.0,442.0,38.0,1.2,0.5,Beak Pokémon,90.0,15.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Spearow,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Giratina Altered Forme,Ghost,Dragon,"['Ghost', 'Dragon']",['Pressure'],['Telepathy'],IV,150.0,100.0,120.0,100.0,120.0,90.0,680.0,750.0,4.5,-,Renegade Pokémon,3.0,120.0,-,"Slow
",0.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0
23,796,23,Pidgeot,Normal,Flying,"['Normal', 'Flying']","['Keen Eye', 'Tangled Feet']",['Big Pecks'],I,83.0,80.0,75.0,70.0,70.0,101.0,579.0,39.5,1.5,0.5,Bird Pokémon,45.0,15.0,['Flying'],"Medium Slow
",70.0,0.0,0.0,0.0,1.0,3.0,3.0,Pidgeotto,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Diancie,Rock,Fairy,"['Rock', 'Fairy']",['Clear Body'],[],VI,50.0,100.0,150.0,100.0,150.0,50.0,700.0,8.8,0.7,-,Jewel Pokémon,3.0,25.0,-,"Slow
",70.0,0.0,1.0,0.0,1.0,1.0,1.0,No Preevolution,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,4.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0
55,750,750,Venomoth,Bug,Poison,"['Bug', 'Poison']","['Shield Dust', 'Tinted Lens']",['Wonder Skin'],I,70.0,65.0,60.0,90.0,75.0,90.0,450.0,12.5,1.5,0.5,Poison Moth Pokémon,75.0,20.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Venonat,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,Doublade,Steel,Ghost,"['Steel', 'Ghost']",['No Guard'],[],VI,59.0,110.0,150.0,45.0,49.0,35.0,448.0,4.5,0.8,0.5,Sword Pokémon,90.0,20.0,['Mineral'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Honedge,0.0,0.0,0.5,0.0,2.0,0.5,0.25,2.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.5
23,623,23,Pidgeot,Normal,Flying,"['Normal', 'Flying']","['Keen Eye', 'Tangled Feet']",['Big Pecks'],I,83.0,80.0,75.0,70.0,70.0,101.0,579.0,39.5,1.5,0.5,Bird Pokémon,45.0,15.0,['Flying'],"Medium Slow
",70.0,0.0,0.0,0.0,1.0,3.0,3.0,Pidgeotto,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Sigilyph,Psychic,Flying,"['Psychic', 'Flying']","['Wonder Skin', 'Magic Guard']",['Tinted Lens'],V,72.0,58.0,80.0,103.0,80.0,97.0,490.0,14.0,1.4,0.5,Avianoid Pokémon,45.0,20.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
779,349,349,Phantump,Ghost,Grass,"['Ghost', 'Grass']","['Natural Cure', 'Frisk']",['Harvest'],VI,43.0,70.0,48.0,50.0,60.0,38.0,309.0,7.0,0.4,0.5,Stump Pokémon,120.0,20.0,['Grass' 'Amorphous'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,0.0,0.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,2.0,1.0,Sharpedo,Water,Dark,"['Water', 'Dark']",['Rough Skin'],['Speed Boost'],III,70.0,120.0,40.0,95.0,40.0,95.0,560.0,88.8,1.8,0.5,Brutal Pokémon,60.0,20.0,['Water 2'],"Slow
",35.0,0.0,0.0,0.0,1.0,2.0,2.0,Carvanha,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
623,53,623,Sigilyph,Psychic,Flying,"['Psychic', 'Flying']","['Wonder Skin', 'Magic Guard']",['Tinted Lens'],V,72.0,58.0,80.0,103.0,80.0,97.0,490.0,14.0,1.4,0.5,Avianoid Pokémon,45.0,20.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,Parasect,Bug,Grass,"['Bug', 'Grass']","['Effect Spore', 'Dry Skin']",['Damp'],I,60.0,95.0,80.0,60.0,80.0,30.0,405.0,29.5,1.0,0.5,Mushroom Pokémon,75.0,20.0,['Bug' 'Grass'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Paras,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0
