ID,Name,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Ability 1,Ability 2,NoGender,IsMega,FightsWon,TotalFights,WinPercentage,Type_Bug,Type_Dark,Type_Dragon,Type_Electric,Type_Fairy,Type_Fighting,Type_Fire,Type_Flying,Type_Ghost,Type_Grass,Type_Ground,Type_Ice,Type_Normal,Type_Poison,Type_Psychic,Type_Rock,Type_Steel,Type_Water,Egg_Amorphous,Egg_Bug,Egg_Ditto,Egg_Dragon,Egg_Fairy,Egg_Field,Egg_Flying,Egg_Grass,Egg_Human-Like,Egg_Mineral,Egg_Monster,Egg_No Eggs Discovered,Egg_Water 1,Egg_Water 2,Egg_Water 3,Alpha_Strike,Durability_Score,Glass_Cannon_Index,Type_Vulnerability,Insta_Kill_Risk,Tank_Bias,Versatility_Bonus,Legendary_Factor
44,Ninetales,Drought,1,73.0,76.0,75.0,81.0,100.0,100.0,505.0,19.9,1.1,0.25,Fox Pokémon,75,20,1000000,70,0,0,0,2,2,Vulpix,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Flash Fire,None,0,0,103,127,0.811024,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,157.0,127.75,0.8920454545454546,6.0,0,0.3465346534653465,1,0
45,Jigglypuff,Friend Guard,1,115.0,45.0,20.0,45.0,25.0,20.0,270.0,5.5,0.5,0.25,Balloon Pokémon,170,10,800000,70,0,0,0,2,3,Igglybuff,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,Cute Charm,Competitive,0,0,15,130,0.115385,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,90.0,51.75,1.9565217391304348,4.0,0,0.16666666666666666,1,0
46,Wigglytuff,Frisk,1,140.0,70.0,45.0,85.0,50.0,45.0,435.0,12.0,1.0,0.25,Balloon Pokémon,50,10,800000,70,0,0,0,3,3,Jigglypuff,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,Cute Charm,Competitive,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,155.0,133.0,1.6145833333333333,4.0,0,0.21839080459770116,1,0
47,Zubat,Infiltrator,1,40.0,45.0,35.0,30.0,40.0,55.0,245.0,7.5,0.8,0.5,Bat Pokémon,255,15,1000000,70,0,0,0,1,3,No Preevolution,1.0,0.25,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,1.0,0.5,Inner Focus,None,0,0,55,145,0.37931,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,75.0,30.0,0.9868421052631579,8.0,0,0.30612244897959184,1,0
48,Golbat,Infiltrator,1,75.0,80.0,70.0,65.0,75.0,90.0,455.0,55.0,1.6,0.5,Bat Pokémon,90,15,1000000,70,0,0,0,2,3,Zubat,1.0,0.25,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,1.0,0.5,Inner Focus,None,0,0,97,128,0.757812,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,145.0,108.75,0.9931506849315068,8.0,0,0.31868131868131866,1,0
49,Oddish,Run Away,1,45.0,50.0,55.0,75.0,65.0,30.0,320.0,5.4,0.5,0.5,Weed Pokémon,255,20,1059860,70,0,0,0,1,3,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Chlorophyll,None,0,0,9,143,0.062937,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,125.0,54.0,1.0330578512396693,8.0,0,0.375,1,0
50,Gloom,Stench,1,60.0,65.0,70.0,85.0,75.0,40.0,395.0,8.6,0.8,0.5,Weed Pokémon,120,20,1059860,70,0,0,0,2,3,Oddish,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Chlorophyll,None,0,0,28,129,0.217054,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,150.0,87.0,1.0273972602739727,8.0,0,0.3670886075949367,1,0
51,Vileplume,Effect Spore,1,75.0,80.0,85.0,110.0,90.0,50.0,490.0,18.6,1.2,0.5,Flower Pokémon,45,20,1059860,70,0,0,0,3,3,Gloom,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Chlorophyll,None,0,0,44,124,0.354839,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,190.0,131.25,1.0795454545454546,8.0,0,0.35714285714285715,1,0
52,Paras,Damp,1,35.0,70.0,55.0,45.0,55.0,25.0,285.0,5.4,0.3,0.5,Mushroom Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0,Effect Spore,Dry Skin,0,0,13,138,0.094203,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,115.0,38.5,1.0360360360360361,16.0,2,0.38596491228070173,1,0
53,Parasect,Damp,1,60.0,95.0,80.0,60.0,80.0,30.0,405.0,29.5,1.0,0.5,Mushroom Pokémon,75,20,1000000,70,0,0,0,2,2,Paras,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0,Effect Spore,Dry Skin,0,0,30,154,0.194805,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,155.0,96.0,0.9627329192546584,16.0,2,0.3950617283950617,1,0
54,Venonat,Run Away,1,60.0,55.0,50.0,40.0,55.0,45.0,305.0,30.0,1.0,0.5,Insect Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,Compound Eyes,Tinted Lens,0,0,32,143,0.223776,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,95.0,63.0,0.8962264150943396,8.0,0,0.3442622950819672,1,0
55,Venomoth,Wonder Skin,1,70.0,65.0,60.0,90.0,75.0,90.0,450.0,12.5,1.5,0.5,Poison Moth Pokémon,75,20,1000000,70,0,0,0,2,2,Venonat,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,Shield Dust,Tinted Lens,0,0,92,140,0.657143,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,155.0,94.5,1.1397058823529411,8.0,0,0.3,1,0
56,Diglett,Sand Force,1,10.0,55.0,25.0,35.0,45.0,95.0,265.0,0.8,0.2,0.5,Mole Pokémon,255,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,Sand Veil,Arena Trap,0,0,68,126,0.539683,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,90.0,7.0,1.267605633802817,6.0,0,0.2641509433962264,1,0
57,Dugtrio,Sand Force,1,35.0,100.0,50.0,50.0,70.0,120.0,425.0,33.3,0.7,0.5,Mole Pokémon,50,20,1000000,70,0,0,0,2,2,Diglett,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,Sand Veil,Arena Trap,0,0,108,128,0.84375,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,150.0,42.0,1.2396694214876034,6.0,0,0.2823529411764706,1,0
58,Meowth,Unnerve,1,40.0,45.0,35.0,40.0,40.0,90.0,290.0,4.2,0.4,0.5,Scratch Cat Pokémon,255,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Pickup,Technician,0,0,91,140,0.65,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,85.0,30.0,1.118421052631579,2.0,0,0.25862068965517243,1,0
59,Persian,Unnerve,1,65.0,70.0,60.0,65.0,65.0,115.0,440.0,32.0,1.0,0.5,Classy Cat Pokémon,90,20,1000000,70,0,0,0,2,2,Meowth,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Limber,Technician,0,0,103,120,0.858333,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,135.0,81.25,1.0714285714285714,2.0,0,0.2840909090909091,1,0
60,Psyduck,Swift Swim,1,50.0,52.0,48.0,65.0,50.0,55.0,320.0,19.6,0.8,0.5,Duck Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Damp,Cloud Nine,0,0,47,142,0.330986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,117.0,49.0,1.1818181818181819,4.0,0,0.30625,1,0
61,Golduck,Swift Swim,1,80.0,82.0,78.0,95.0,80.0,85.0,500.0,76.6,1.7,0.5,Duck Pokémon,75,20,1000000,70,0,0,0,2,2,Psyduck,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Damp,Cloud Nine,0,0,79,115,0.686957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,177.0,126.4,1.1132075471698113,4.0,0,0.316,1,0
62,Mankey,Defiant,1,40.0,80.0,35.0,35.0,45.0,70.0,305.0,28.0,0.5,0.5,Pig Monkey Pokémon,190,20,1000000,70,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Vital Spirit,Anger Point,0,0,55,118,0.466102,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,115.0,32.0,1.4197530864197532,6.0,0,0.26229508196721313,1,0
63,Primeape,Defiant,1,65.0,105.0,60.0,60.0,70.0,95.0,455.0,32.0,1.0,0.5,Pig Monkey Pokémon,75,20,1000000,70,0,0,0,2,3,Mankey,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Vital Spirit,Anger Point,0,0,85,108,0.787037,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,165.0,84.5,1.2595419847328244,6.0,0,0.2857142857142857,1,0
64,Growlithe,Justified,1,55.0,70.0,45.0,70.0,50.0,60.0,350.0,19.0,0.7,0.75,Puppy Pokémon,190,20,1250000,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Intimidate,Flash Fire,0,0,54,120,0.45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,140.0,52.25,1.4583333333333333,6.0,0,0.2714285714285714,1,0
65,Arcanine,Justified,1,90.0,110.0,80.0,100.0,80.0,95.0,555.0,155.0,1.9,0.75,Legendary Pokémon,75,20,1250000,70,0,0,0,2,2,Growlithe,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Intimidate,Flash Fire,0,0,91,114,0.798246,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,210.0,144.0,1.3043478260869565,6.0,0,0.2882882882882883,1,0
66,Poliwag,Swift Swim,1,40.0,50.0,40.0,40.0,40.0,90.0,300.0,12.4,0.6,0.5,Tadpole Pokémon,255,20,1059860,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Water Absorb,Damp,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,90.0,32.0,1.1111111111111112,4.0,0,0.26666666666666666,1,0
67,Poliwhirl,Swift Swim,1,65.0,65.0,65.0,50.0,50.0,90.0,385.0,20.0,1.0,0.5,Tadpole Pokémon,120,20,1059860,70,0,0,0,2,3,Poliwag,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Water Absorb,Damp,0,0,90,125,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,115.0,74.75,0.9913793103448276,4.0,0,0.2987012987012987,1,0
68,Poliwrath,Swift Swim,1,90.0,95.0,95.0,70.0,90.0,70.0,510.0,54.0,1.3,0.5,Tadpole Pokémon,45,20,1059860,70,0,0,0,3,3,Poliwhirl,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0,Water Absorb,Damp,0,0,68,130,0.523077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,165.0,166.5,0.8870967741935484,10.0,0,0.3627450980392157,1,0
69,Abra,Magic Guard,1,25.0,20.0,15.0,105.0,55.0,90.0,310.0,19.5,0.9,0.75,Psi Pokémon,200,20,1059860,70,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Synchronize,Inner Focus,0,0,35,108,0.324074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,125.0,17.5,1.7605633802816902,6.0,0,0.22580645161290322,1,0
70,Kadabra,Magic Guard,1,40.0,35.0,30.0,120.0,70.0,105.0,400.0,56.5,1.3,0.75,Psi Pokémon,100,20,1059860,70,0,0,0,2,3,Abra,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Synchronize,Inner Focus,0,0,87,130,0.669231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,155.0,40.0,1.5346534653465347,6.0,0,0.25,1,0
71,Alakazam,Magic Guard,1,55.0,50.0,45.0,135.0,95.0,120.0,500.0,48.0,1.5,0.75,Psi Pokémon,50,20,1059860,70,0,0,1,3,3,Kadabra,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Synchronize,Inner Focus,0,0,108,140,0.771429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,185.0,77.0,1.3120567375886525,6.0,0,0.28,1,1
72,Mega Alakazam,None,1,55.0,50.0,65.0,175.0,105.0,150.0,600.0,48.0,1.2,0.75,Psi Pokémon,50,20,1059860,70,0,0,1,3,3,Alakazam,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Trace,None,0,1,86,110,0.781818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,225.0,93.5,1.3157894736842106,6.0,0,0.2833333333333333,1,1
73,Machop,Steadfast,1,70.0,80.0,50.0,35.0,35.0,35.0,305.0,19.5,0.8,0.75,Superpower Pokémon,180,20,1059860,70,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Guts,No Guard,0,0,21,150,0.14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,115.0,59.5,1.3372093023255813,6.0,0,0.2786885245901639,1,0
74,Machoke,Steadfast,1,80.0,100.0,70.0,50.0,60.0,45.0,405.0,70.5,1.5,0.75,Superpower Pokémon,90,20,1059860,70,0,0,0,2,3,Machop,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Guts,No Guard,0,0,32,124,0.258065,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,150.0,104.0,1.1450381679389312,6.0,0,0.32098765432098764,1,0
75,Machamp,Steadfast,1,90.0,130.0,80.0,65.0,85.0,55.0,505.0,130.0,1.6,0.75,Superpower Pokémon,45,20,1059860,70,0,0,0,3,3,Machoke,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Guts,No Guard,0,0,51,116,0.439655,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,195.0,148.5,1.1746987951807228,6.0,0,0.32673267326732675,1,0
76,Bellsprout,Gluttony,1,50.0,75.0,35.0,70.0,30.0,40.0,300.0,4.0,0.7,0.5,Flower Pokémon,255,20,1059860,70,0,0,0,1,3,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Chlorophyll,None,0,0,23,108,0.212963,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,145.0,32.5,2.196969696969697,8.0,0,0.21666666666666667,1,0
77,Weepinbell,Gluttony,1,65.0,90.0,50.0,85.0,45.0,55.0,390.0,6.4,1.0,0.5,Flycatcher Pokémon,120,20,1059860,70,0,0,0,2,3,Bellsprout,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Chlorophyll,None,0,0,45,121,0.371901,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,175.0,61.75,1.8229166666666667,8.0,0,0.24358974358974358,1,0
78,Victreebel,Gluttony,1,80.0,105.0,65.0,100.0,70.0,70.0,490.0,15.5,1.7,0.5,Flycatcher Pokémon,45,20,1059860,70,0,0,0,3,3,Weepinbell,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Chlorophyll,None,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,205.0,108.0,1.5073529411764706,8.0,0,0.2755102040816326,1,0
79,Tentacool,Rain Dish,1,40.0,40.0,35.0,50.0,100.0,70.0,335.0,45.5,0.9,0.5,Jellyfish Pokémon,190,20,1250000,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,Clear Body,Liquid Ooze,0,0,79,157,0.503185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,90.0,54.0,0.6617647058823529,6.0,0,0.40298507462686567,1,0
80,Tentacruel,Rain Dish,1,80.0,70.0,65.0,80.0,120.0,100.0,515.0,55.0,1.6,0.5,Jellyfish Pokémon,60,20,1250000,70,0,0,0,2,2,Tentacool,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,Clear Body,Liquid Ooze,0,0,94,117,0.803419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,150.0,148.0,0.8064516129032258,6.0,0,0.3592233009708738,1,0
81,Geodude,Sand Veil,1,40.0,80.0,100.0,30.0,30.0,20.0,300.0,20.0,0.4,0.5,Rock Pokémon,255,15,1059860,70,0,0,0,1,3,No Preevolution,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Rock Head,Sturdy,0,0,16,135,0.118519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,110.0,52.0,0.8396946564885496,16.0,2,0.43333333333333335,1,0
82,Graveler,Sand Veil,1,55.0,95.0,115.0,45.0,45.0,35.0,390.0,105.0,1.0,0.5,Rock Pokémon,120,15,1059860,70,0,0,0,2,3,Geodude,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Rock Head,Sturdy,0,0,29,137,0.211679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,140.0,88.0,0.8695652173913043,16.0,2,0.41025641025641024,1,0
83,Golem,Sand Veil,1,80.0,120.0,130.0,55.0,65.0,45.0,495.0,300.0,1.4,0.5,Megaton Pokémon,45,15,1059860,70,0,0,0,3,3,Graveler,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Rock Head,Sturdy,0,0,50,135,0.37037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,175.0,156.0,0.8928571428571429,16.0,2,0.3939393939393939,1,0
84,Ponyta,Flame Body,1,50.0,85.0,55.0,65.0,65.0,90.0,410.0,30.0,1.0,0.5,Fire Horse Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Run Away,Flash Fire,0,0,86,115,0.747826,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,150.0,60.0,1.2396694214876034,6.0,0,0.2926829268292683,1,0
85,Rapidash,Flame Body,1,65.0,100.0,70.0,80.0,80.0,105.0,500.0,95.0,1.7,0.5,Fire Horse Pokémon,60,20,1000000,70,0,0,0,2,2,Ponyta,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Run Away,Flash Fire,0,0,91,105,0.866667,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,180.0,97.5,1.1920529801324504,6.0,0,0.3,1,0
86,Slowpoke,Regenerator,1,90.0,65.0,65.0,40.0,40.0,15.0,315.0,36.0,1.2,0.5,Dopey Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,Oblivious,Own Tempo,0,0,24,122,0.196721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,105.0,94.5,0.9905660377358491,10.0,0,0.3333333333333333,1,0
87,Slowbro,Regenerator,1,95.0,75.0,110.0,100.0,80.0,30.0,490.0,78.5,1.6,0.5,Hermit Crab Pokémon,75,20,1000000,70,0,0,1,2,2,Slowpoke,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,Oblivious,Own Tempo,0,0,20,131,0.152672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,175.0,180.5,0.9162303664921466,10.0,0,0.3877551020408163,1,1
88,Mega Slowbro,None,1,95.0,75.0,180.0,130.0,80.0,30.0,590.0,120.0,2.0,0.5,Hermit Crab Pokémon,75,20,1000000,70,0,0,1,2,2,Slowbro,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,Shell Armor,None,0,1,16,116,0.137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,205.0,247.0,0.7854406130268199,10.0,0,0.4406779661016949,1,1
